47.163452	39.75396	205.6045	36.35744
47.82672	39.510647	209.84734	30.868534
54.532345	40.08129	199.17874	41.67887
47.694252	40.24289	207.58154	36.45046
55.715034	41.316307	217.07628	35.116093
57.4772	35.99378	202.52922	38.523556
49.60693	32.49591	193.54648	42.32255
53.728107	40.408363	206.2818	40.36994
59.5041	35.140957	199.32393	37.709354
37.66201	38.44437	197.33768	19.901882
11.0794115	24.350313	241.54216	13.815323
9.554381	22.524326	200.12401	24.378653
25.564388	34.599243	202.32977	17.135477
10.99296	25.317873	240.78793	18.68489
36.106667	38.070194	196.34572	21.381315
32.850277	34.982582	196.02376	23.330822
10.368165	21.529713	199.12758	23.330963
59.337574	7.43346	132.87703	28.28262
20.925056	30.01114	203.94337	19.024988
61.151707	6.2742877	134.0536	26.345688
59.457767	29.441412	220.63878	11.905882
68.952034	14.116117	243.36278	16.949005
60.01924	18.478605	195.34045	7.3708124
42.03502	12.569577	96.19016	15.2563305
41.12265	9.711087	93.98441	16.79947
58.375885	25.563087	220.21837	11.991769
107.71153	27.312458	181.39598	6.0986357
71.65158	14.468052	243.89944	16.511732
47.791714	12.460032	158.13876	19.388556
45.45739	10.923028	156.28647	19.31545
75.54921	26.505404	234.46484	26.04706
66.04201	14.67595	241.88335	18.371225
114.274124	15.854761	221.46262	25.103706
95.96694	22.486015	232.67154	24.926363
83.7911	36.696686	245.60027	20.312103
84.60507	36.876644	245.94543	18.155048
89.43596	20.735954	212.40706	6.8208795
5.79807	20.855267	251.14836	14.642619
5.3677588	19.214144	250.59497	15.279651
75.626305	25.88082	245.28946	16.897139
6.0469165	20.456488	250.34476	17.066738
50.8249	14.610291	159.82098	6.766095
6.1547847	11.810419	167.64053	41.42603
6.3909993	11.69267	167.98735	42.26189
90.60906	18.801188	221.36426	14.524272
62.363586	19.359049	145.0579	10.541189
48.733894	16.428179	178.51443	15.31655
133.65862	19.289919	198.34106	10.004531
5.656163	10.899658	165.66891	43.10379
61.39619	16.090181	206.0347	15.918312
6.684428	13.033123	170.89738	44.07694
110.87321	14.302945	198.16504	9.992463
60.635124	18.214548	205.4444	18.991125
53.85882	15.551078	199.90758	29.155014
59.846783	17.432898	198.52913	26.806149
53.648136	18.255249	206.41783	17.4201
86.542786	16.673964	155.03325	28.507574
49.239452	15.288553	183.92995	17.690746
79.26446	16.59621	146.07384	28.450253
76.93797	17.58399	157.79596	33.285557
70.50396	16.231184	141.23161	28.489285
132.11565	29.956507	248.72879	14.074265
136.68594	28.225294	247.89296	14.037398
47.85971	16.191755	231.71523	33.188362
138.98413	29.014883	247.86722	11.819221
136.3158	32.82511	247.16252	14.41157
62.95568	15.972944	237.10152	27.615742
133.0368	30.381805	247.55028	15.215688
119.70968	29.145016	245.78212	16.615349
66.65981	13.765799	130.32274	30.323109
141.0	32.129204	249.55103	12.105086
135.74384	32.576057	249.24542	14.468081
130.36905	31.624622	245.9414	15.8099785
120.625	34.33361	244.50893	15.422037
133.48	35.022415	244.06383	16.807299
130.54616	32.062588	249.344	13.602172
137.52293	29.193163	249.44542	12.872181
126.465515	27.012268	241.00613	15.055112
135.32654	26.360186	250.26451	11.560975
130.16667	30.91585	247.20476	16.950592
31.920195	11.933449	128.30327	23.694994
82.78125	28.933636	222.5625	19.37366
135.26721	32.62389	247.86963	13.968759
135.59421	32.832607	248.69406	12.554629
89.781395	34.746353	230.07042	19.770103
92.58311	22.240005	230.28433	22.423616
48.50235	14.044428	198.54842	28.539547
85.212585	23.639101	237.03918	26.596645
97.06949	27.033129	236.24174	18.98003
47.170887	25.670174	201.6134	38.219032
64.06964	20.019854	202.03922	39.808018
97.13375	28.842482	235.6466	19.295618
82.01216	27.866547	225.15181	22.564302
92.516266	26.914387	228.40915	23.03816
71.103355	18.813509	221.58603	31.326393
64.962	33.19404	196.73392	17.275118
65.51502	30.581718	195.0686	17.596533
77.19065	34.879128	196.7323	18.136545
68.020744	31.481579	192.99738	20.84085
109.02434	36.466614	246.08662	17.26898
67.83371	35.025475	195.28592	18.253153
66.980225	24.140814	212.06837	30.512165
58.85496	28.117445	194.90736	18.749844
59.13426	28.464056	197.65129	16.426615
64.863525	32.48277	195.69128	18.30632
70.34204	30.936943	207.91295	18.43802
94.64	28.650139	208.1501	15.766662
92.87736	26.347044	172.1609	14.512744
84.9	33.00116	205.47144	15.168717
45.01317	23.782425	203.11694	40.099525
24.920622	23.575573	190.01193	44.889347
89.02778	27.198566	202.16954	22.098413
77.11379	12.038453	116.51743	14.191443
107.635155	16.281485	178.86015	16.40634
56.603626	41.22133	245.5643	17.845905
51.469654	37.768414	242.30415	21.856297
49.226646	32.556374	244.0722	18.227463
67.79307	25.369032	167.40085	28.90606
32.060303	22.89663	210.51097	36.84083
51.45686	35.30963	242.85323	20.807596
82.88331	28.305468	189.63562	21.973873
122.60791	23.599615	246.78622	15.372491
127.91795	25.6704	248.55307	12.410264
114.347404	19.283678	176.2369	8.348256
78.03658	34.971584	221.89984	28.727415
113.51066	25.603226	175.7907	15.95755
136.88382	28.347145	222.75838	17.488134
127.925514	27.71247	248.19522	13.566193
69.13333	23.469593	175.65715	32.174713
99.705696	17.56896	170.71297	28.39403
66.36803	20.814987	157.90349	33.05717
106.11755	20.236706	175.64026	11.13483
47.181576	21.208483	230.5953	35.648994
116.67367	11.104959	224.15771	14.047403
68.62663	21.84065	235.32231	30.164125
71.023254	24.739227	168.89313	33.624386
97.14151	30.608002	221.33633	9.65365
74.821014	22.086058	170.5286	32.44023
103.13903	23.103582	228.5248	17.422373
64.11877	20.962826	231.14917	30.83123
124.27353	8.661709	223.72472	11.767296
123.63652	9.631535	197.6463	12.395455
112.479	11.904005	196.04573	13.853491
99.736374	19.961212	223.76508	20.520432
149.16066	7.5658774	226.03342	8.708467
140.6879	8.433721	224.49196	10.673272
134.13431	9.583537	224.6457	10.877953
130.80008	9.450916	223.68929	10.823446
116.76322	11.619936	197.8029	13.350852
144.74727	5.512303	226.07338	8.467751
150.06293	12.01359	225.18425	9.315693
103.962524	13.969704	182.03606	36.21904
113.863495	12.182405	222.15498	16.063866
46.053333	8.494915	141.46605	16.286785
92.067505	10.380184	212.91411	21.056633
96.94563	13.782407	216.76791	16.77441
160.02623	7.598527	222.03783	9.6921015
86.16415	13.369886	211.00224	22.32184
55.415825	26.336287	170.69101	9.297489
95.83819	12.542318	217.00636	18.897026
97.69183	10.937573	217.79402	21.021652
49.91584	18.201025	176.38339	16.158686
99.208336	11.778228	215.09375	20.37994
98.23399	12.263966	216.50658	19.765953
97.78427	13.090192	212.16168	22.056318
99.15392	13.193851	214.46106	20.832306
98.526886	22.310902	229.39647	16.011824
95.870514	13.18324	212.71619	21.569538
56.692127	20.960966	188.55103	38.44817
54.5753	19.441479	182.14516	32.025738
57.752357	9.241044	131.47528	13.771674
74.925255	14.192156	155.81332	23.087353
62.75227	13.873673	226.50793	27.899172
63.64587	27.052011	177.21844	40.03634
60.995125	13.1928	222.74683	28.925652
59.74716	15.052487	228.69962	27.968836
100.7625	18.635927	188.03215	8.410557
61.64172	13.189255	227.73915	28.41829
51.7554	19.80305	175.44011	24.183622
138.18298	11.254595	226.14407	10.295573
92.240166	12.476763	196.13487	17.786568
48.6319	17.587276	180.2973	25.690844
43.816902	13.019716	206.96097	28.216257
85.198746	20.568333	196.46681	17.150532
99.412605	15.913116	208.9718	19.991518
48.928967	18.270369	181.37321	14.595004
135.94536	16.024368	206.50629	11.445253
98.865944	15.453304	211.46312	19.474812
108.349724	18.29244	178.37311	8.081069
105.63672	24.83643	248.04912	16.051117
103.677734	23.713127	247.43477	15.06116
106.17945	26.02273	247.60654	13.6572695
150.57597	9.160041	206.16467	9.045862
136.39688	10.660273	208.72641	8.450234
108.96334	29.069515	248.16104	14.237854
145.8535	12.507101	231.75912	20.004936
143.50894	10.88698	226.63333	18.76039
144.02702	9.4685755	224.25862	23.059565
65.058044	23.820986	225.6867	10.216289
141.71945	11.8281145	225.51598	21.773083
130.46317	30.43783	249.07324	11.327659
141.9745	10.636164	220.90909	23.47999
14.422435	10.421914	50.665848	6.1330905
139.79715	12.774335	225.21983	23.065107
135.7323	6.816455	208.13638	9.163098
59.45562	14.13873	157.89201	24.468298
54.55348	13.184736	146.68607	23.371162
60.930126	14.838034	126.5667	36.611385
46.78732	26.02661	200.12389	28.057322
44.213444	12.9379835	160.55014	30.07147
47.738914	9.695655	136.01219	28.006311
104.65277	20.58613	216.22086	19.010685
45.86504	13.029669	145.76033	25.193476
66.789375	14.145076	131.61815	29.312683
54.949	11.882072	149.45378	22.295475
101.41185	16.115973	221.01303	19.889894
117.2981	30.378696	237.01225	23.97923
34.043888	33.835323	217.62231	12.638797
34.984436	35.16387	217.18701	13.124115
121.079895	29.79892	239.87122	19.513422
27.707754	30.619385	217.50139	17.310284
36.522144	31.791866	218.88179	14.136663
9.673943	21.729576	204.60121	44.728775
6.0676694	18.517149	203.65527	45.444897
7.136612	18.750622	212.35135	42.119095
9.1250305	21.440283	206.46329	45.714912
6.9085793	18.441439	200.4289	45.609344
101.43334	10.845919	220.89816	5.174766
67.68577	17.96449	176.37593	11.95479
11.224178	23.89693	204.11852	44.365883
45.40596	21.776262	151.68045	25.336573
8.770814	21.48482	216.04909	42.538044
8.510493	20.814342	207.3586	44.43485
25.899641	30.158825	214.67506	25.386263
10.069967	23.50997	226.5615	38.590385
134.28587	28.036112	215.72476	7.989237
